temperature,substrate_conc,v0
50.95824194223853,380.25343134226006,2.4891562352020355
50.95824194223853,180.49035422428483,1.1554807910126137
50.95824194223853,485.49552207547714,3.010586451913759
50.95824194223853,447.09495505448785,2.964816790080054
50.95824194223853,390.2998310515121,2.5826226829614676
50.95824194223853,101.34616038672395,0.4633626012863027
50.95824194223853,236.02689684488192,1.6122166722302258
50.95824194223853,26.682864064678245,0.03882389396812076
50.95824194223853,81.37329857343617,0.3382062186066224
50.95824194223853,343.109231855015,2.4429049763123554
50.95824194223853,373.6572671743695,2.4413542009634766
50.95824194223853,483.91731755493396,2.9501593227897525
37.55513759008209,380.25343134226006,14.194641284092164
37.55513759008209,180.49035422428483,11.423261955143667
37.55513759008209,485.49552207547714,15.201737004816856
37.55513759008209,447.09495505448785,14.593882867487778
37.55513759008209,390.2998310515121,14.650340287473771
37.55513759008209,101.34616038672395,7.582002671836026
37.55513759008209,236.02689684488192,12.786549849112347
37.55513759008209,26.682864064678245,1.2571507787867706
37.55513759008209,81.37329857343617,5.6085661485699605
37.55513759008209,343.109231855015,13.643149707234864
37.55513759008209,373.6572671743695,13.741788670666413
37.55513759008209,483.91731755493396,14.09687464620752
54.3439167964553,380.25343134226006,1.0819919124612125
54.3439167964553,180.49035422428483,0.45839742337879963
54.3439167964553,485.49552207547714,1.2656842445734784
54.3439167964553,447.09495505448785,1.3106983659879912
54.3439167964553,390.2998310515121,1.027983453682518
54.3439167964553,101.34616038672395,0.150899025633186
54.3439167964553,236.02689684488192,0.6425201242524984
54.3439167964553,26.682864064678245,0.010917772153249197
54.3439167964553,81.37329857343617,0.10412506675678992
54.3439167964553,343.109231855015,1.0352047906901867
54.3439167964553,373.6572671743695,1.061140351685345
54.3439167964553,483.91731755493396,1.2896422013850086
47.89472116237456,380.25343134226006,5.08398007041468
47.89472116237456,180.49035422428483,2.675744473148895
47.89472116237456,485.49552207547714,5.0282851340618775
47.89472116237456,447.09495505448785,4.923626246249539
47.89472116237456,390.2998310515121,4.70769282409558
47.89472116237456,101.34616038672395,1.2463790035970201
47.89472116237456,236.02689684488192,3.568484069141436
47.89472116237456,26.682864064678245,0.11103429953222117
47.89472116237456,81.37329857343617,0.8282837604718929
47.89472116237456,343.109231855015,4.660885104208909
47.89472116237456,373.6572671743695,4.985105246429391
47.89472116237456,483.91731755493396,5.282190070400292
23.76709391550598,380.25343134226006,4.301122345216728
23.76709391550598,180.49035422428483,3.833417901798991
23.76709391550598,485.49552207547714,4.164336468560337
23.76709391550598,447.09495505448785,4.149838239177229
23.76709391550598,390.2998310515121,3.9579254095512297
23.76709391550598,101.34616038672395,3.610761797773597
23.76709391550598,236.02689684488192,3.985816673750005
23.76709391550598,26.682864064678245,1.4853683296962374
23.76709391550598,81.37329857343617,3.350193156245081
23.76709391550598,343.109231855015,4.278763228642675
23.76709391550598,373.6572671743695,4.34172704288776
23.76709391550598,483.91731755493396,4.220045441649853
59.024894065470235,380.25343134226006,0.3282208610128761
59.024894065470235,180.49035422428483,0.10011068221840894
59.024894065470235,485.49552207547714,0.4059117918312163
59.024894065470235,447.09495505448785,0.3771086064117305
59.024894065470235,390.2998310515121,0.32364108026883764
59.024894065470235,101.34616038672395,0.030513931847090937
59.024894065470235,236.02689684488192,0.1662071287616279
59.024894065470235,26.682864064678245,0.0018527821376645407
59.024894065470235,81.37329857343617,0.020026106960382237
59.024894065470235,343.109231855015,0.3113438277664701
59.024894065470235,373.6572671743695,0.3220022946916745
59.024894065470235,483.91731755493396,0.4581561148572884
50.44558807961412,380.25343134226006,2.7388256344688586
50.44558807961412,180.49035422428483,1.3790807754583547
50.44558807961412,485.49552207547714,3.106990559511735
50.44558807961412,447.09495505448785,3.08779099741908
50.44558807961412,390.2998310515121,3.041333164389702
50.44558807961412,101.34616038672395,0.5206330456459115
50.44558807961412,236.02689684488192,1.9666669693356909
50.44558807961412,26.682864064678245,0.04571982205319446
50.44558807961412,81.37329857343617,0.37460223167740303
50.44558807961412,343.109231855015,2.4898517760059455
50.44558807961412,373.6572671743695,2.851953796541682
50.44558807961412,483.91731755493396,3.171126779535492
51.44257221107815,380.25343134226006,2.3058267942689192
51.44257221107815,180.49035422428483,1.0471924953076348
51.44257221107815,485.49552207547714,2.833882781719141
51.44257221107815,447.09495505448785,2.4857124868398786
51.44257221107815,390.2998310515121,2.2007094959291837
51.44257221107815,101.34616038672395,0.4167276757840745
51.44257221107815,236.02689684488192,1.49115948231565
51.44257221107815,26.682864064678245,0.033673391282722544
51.44257221107815,81.37329857343617,0.2887800185474398
51.44257221107815,343.109231855015,2.1526661136966827
51.44257221107815,373.6572671743695,2.41678325581356
51.44257221107815,483.91731755493396,2.463946577938875
25.124545307021833,380.25343134226006,5.153398273647341
25.124545307021833,180.49035422428483,4.750428006299548
25.124545307021833,485.49552207547714,5.270409665999483
25.124545307021833,447.09495505448785,4.990986011375448
25.124545307021833,390.2998310515121,5.499424730603954
25.124545307021833,101.34616038672395,4.312752297972233
25.124545307021833,236.02689684488192,4.769214972702304
25.124545307021833,26.682864064678245,1.6053578502690002
25.124545307021833,81.37329857343617,4.072945876338809
25.124545307021833,343.109231855015,5.517484028925359
25.124545307021833,373.6572671743695,5.850258703376766
25.124545307021833,483.91731755493396,6.15765200874228
38.01543751582268,380.25343134226006,14.263657749504647
38.01543751582268,180.49035422428483,10.52453391738796
38.01543751582268,485.49552207547714,12.906987482207805
38.01543751582268,447.09495505448785,14.49862123242358
38.01543751582268,390.2998310515121,13.462986020769296
38.01543751582268,101.34616038672395,7.140819238632091
38.01543751582268,236.02689684488192,12.032641487298893
38.01543751582268,26.682864064678245,1.1309763748123725
38.01543751582268,81.37329857343617,6.108592844679963
38.01543751582268,343.109231855015,13.824672127575814
38.01543751582268,373.6572671743695,13.82249822473023
38.01543751582268,483.91731755493396,13.694048679957719
34.83192096930325,380.25343134226006,12.781911973345855
34.83192096930325,180.49035422428483,11.492426342361123
34.83192096930325,485.49552207547714,14.249604092093513
34.83192096930325,447.09495505448785,15.442422177563689
34.83192096930325,390.2998310515121,14.083666521871763
34.83192096930325,101.34616038672395,8.974137617080498
34.83192096930325,236.02689684488192,12.487198255749535
34.83192096930325,26.682864064678245,1.5775419485524873
34.83192096930325,81.37329857343617,6.767613122161354
34.83192096930325,343.109231855015,13.265867210466313
34.83192096930325,373.6572671743695,15.401973803886928
34.83192096930325,483.91731755493396,13.697679957252891
57.07059955394407,380.25343134226006,0.5615770620346087
57.07059955394407,180.49035422428483,0.1713714436351071
57.07059955394407,485.49552207547714,0.7162575714266383
57.07059955394407,447.09495505448785,0.6482809184388557
57.07059955394407,390.2998310515121,0.5502834413237706
57.07059955394407,101.34616038672395,0.05986597244549691
57.07059955394407,236.02689684488192,0.2726584911055323
57.07059955394407,26.682864064678245,0.003907068019640512
57.07059955394407,81.37329857343617,0.037694613622072
57.07059955394407,343.109231855015,0.448716923424929
57.07059955394407,373.6572671743695,0.49473757575084193
57.07059955394407,483.91731755493396,0.6883857420795968
45.754604803226584,380.25343134226006,7.5780073376192085
45.754604803226584,180.49035422428483,4.3366881717276415
45.754604803226584,485.49552207547714,7.539414773702367
45.754604803226584,447.09495505448785,7.520965937864467
45.754604803226584,390.2998310515121,7.5550621584240485
45.754604803226584,101.34616038672395,2.1317143143818007
45.754604803226584,236.02689684488192,5.302894688018099
45.754604803226584,26.682864064678245,0.21753812591820332
45.754604803226584,81.37329857343617,1.5377645122469403
45.754604803226584,343.109231855015,7.24978663673327
45.754604803226584,373.6572671743695,7.040240364193016
45.754604803226584,483.91731755493396,7.114117638882544
52.910464530833195,380.25343134226006,1.4793564699455835
52.910464530833195,180.49035422428483,0.7258198929431149
52.910464530833195,485.49552207547714,2.030326562088618
52.910464530833195,447.09495505448785,1.7639397018182021
52.910464530833195,390.2998310515121,1.5891159729272841
52.910464530833195,101.34616038672395,0.2705415440552011
52.910464530833195,236.02689684488192,0.9200652426243501
52.910464530833195,26.682864064678245,0.017450888857060576
52.910464530833195,81.37329857343617,0.17243735010092748
52.910464530833195,343.109231855015,1.4289038278470128
52.910464530833195,373.6572671743695,1.5657720026715263
52.910464530833195,483.91731755493396,1.850573557162212
37.73656795309324,380.25343134226006,14.300813648964683
37.73656795309324,180.49035422428483,12.00400172661129
37.73656795309324,485.49552207547714,14.591235566207674
37.73656795309324,447.09495505448785,14.85204082435905
37.73656795309324,390.2998310515121,12.67382160199731
37.73656795309324,101.34616038672395,7.4368494381051375
37.73656795309324,236.02689684488192,12.005475636873491
37.73656795309324,26.682864064678245,1.114837692518897
37.73656795309324,81.37329857343617,5.691276285722487
37.73656795309324,343.109231855015,13.581307390744522
37.73656795309324,373.6572671743695,14.665473255957762
37.73656795309324,483.91731755493396,13.55739142653566
29.089548871391074,380.25343134226006,9.322151475695081
29.089548871391074,180.49035422428483,8.249211844601327
29.089548871391074,485.49552207547714,9.281732790877056
29.089548871391074,447.09495505448785,9.869617554396996
